book	chapter	verse	text	lemma	pos	case	gender	animacy	number	definiteness	degree	strength	verbform	tense	mood	aspect	voice	person	polarity	politeness	clusivity	evidentiality	strength
Genesis	1	14	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	14	tempora	tempus	noun	accusative	neuter	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	14	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	14	dies	dies	noun	accusative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	14	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	14	annos	annus	noun	accusative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	14	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	15	ut	ut	subordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	15	luceant	luceo	verb	-	-	-	plural	-	-	-	finite	present	subjunctive	imperfective	active	third	-	-	-	-	-
Genesis	1	15	in	in	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	15	firmamento	firmamentum	noun	ablative	neuter	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	15	caeli	caelum	noun	genitive	neuter	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	15	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	15	inluminent	inlumino	verb	-	-	-	plural	-	-	-	finite	present	subjunctive	imperfective	active	third	-	-	-	-	-
Genesis	1	15	terram	terra	noun	accusative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	15	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	15	factum	facio	verb	nominative	neuter	-	singular	-	positive	-	participle	past	-	perfective	passive	-	-	-	-	-	-
Genesis	1	15	est	sum	auxiliary	-	-	-	singular	-	-	-	finite	present	indicative	-	active	third	-	-	-	-	-
Genesis	1	15	ita	ita	adverb	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	15	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	16	fecitque	facio	verb	-	-	-	singular	-	-	-	finite	past	indicative	perfective	active	third	-	-	-	-	-
Genesis	1	16	Deus	Deus	proper_noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	16	duo	duo	numeral	accusative	neuter	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	16	magna	magnus	adjective	accusative	neuter	-	plural	-	positive	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	16	luminaria	luminare	noun	accusative	neuter	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	16	luminare	luminare	noun	accusative	neuter	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	16	maius	magnus	adjective	accusative	neuter	-	singular	-	comparative	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	16	ut	ut	subordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	16	praeesset	praesum	verb	-	-	-	singular	-	-	-	finite	past	subjunctive	imperfective	active	third	-	-	-	-	-
Genesis	1	16	diei	dies	noun	dative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	16	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	16	luminare	luminare	noun	dative	neuter	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	16	minus	minus	adverb	-	-	-	-	-	comparative	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	16	ut	ut	subordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	16	praeesset	praesum	verb	-	-	-	singular	-	-	-	finite	past	subjunctive	imperfective	active	third	-	-	-	-	-
Genesis	1	16	nocti	nox	noun	dative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	16	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	16	stellas	stella	noun	accusative	feminine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	16	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	17	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	17	posuit	pono	verb	-	-	-	singular	-	-	-	finite	past	indicative	perfective	active	third	-	-	-	-	-
Genesis	1	17	eas	is	pronoun	accusative	feminine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	17	in	in	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	17	firmamento	firmamentum	noun	ablative	neuter	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	17	caeli	caelum	noun	genitive	neuter	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	17	ut	ut	subordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	17	lucerent	luceo	verb	-	-	-	plural	-	-	-	finite	past	subjunctive	imperfective	active	third	-	-	-	-	-
Genesis	1	17	super	super	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	17	terram	terra	noun	accusative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	17	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	18	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	18	praeessent	praesum	verb	-	-	-	plural	-	-	-	finite	past	indicative	imperfective	active	third	-	-	-	-	-
Genesis	1	18	diei	dies	noun	nominative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	18	ac	atque	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	18	nocti	nox	noun	dative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	18	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	18	dividerent	dividerent	verb	-	-	-	plural	-	-	-	finite	past	subjunctive	imperfective	active	third	-	-	-	-	-
Genesis	1	18	lucem	lux	noun	accusative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	18	ac	atque	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	18	tenebras	tenebra	noun	accusative	feminine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	18	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	18	vidit	vidit	verb	-	-	-	singular	-	-	-	finite	past	indicative	perfective	active	third	-	-	-	-	-
Genesis	1	18	Deus	Deus	proper_noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	18	quod	quod	subordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	18	esset	sum	auxiliary	-	-	-	singular	-	-	-	finite	past	subjunctive	imperfective	active	third	-	-	-	-	-
Genesis	1	18	bonum	bonum	noun	nominative	neuter	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	18	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	19	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	19	factum	facio	verb	nominative	neuter	-	singular	-	positive	-	participle	past	-	perfective	passive	-	-	-	-	-	-
Genesis	1	19	est	sum	auxiliary	-	-	-	singular	-	-	-	finite	present	indicative	-	active	third	-	-	-	-	-
Genesis	1	19	vespere	vespere	noun	nominative	neuter	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	19	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	19	mane	mane	noun	nominative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	19	dies	dies	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	19	quartus	quartus	adjective	nominative	masculine	-	singular	-	positive	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	19	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	20	dixit	dico	verb	-	-	-	singular	-	-	-	finite	past	indicative	perfective	active	third	-	-	-	-	-
Genesis	1	20	etiam	etiam	adverb	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	20	Deus	Deus	proper_noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	20	producant	produco	verb	-	-	-	plural	-	-	-	finite	present	subjunctive	imperfective	active	third	-	-	-	-	-
Genesis	1	20	aquae	aqua	noun	genitive	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	20	reptile	reptilis	adjective	accusative	neuter	-	singular	-	positive	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	20	animae	anima	noun	genitive	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	20	viventis	viventis	verb	genitive	masculine	-	singular	-	positive	-	participle	present	-	imperfective	active	-	-	-	-	-	-
Genesis	1	20	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	20	volatile	volatile	adjective	accusative	neuter	-	singular	-	positive	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	20	super	super	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	20	terram	terra	noun	accusative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	20	sub	sub	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	20	firmamento	firmamentum	noun	ablative	neuter	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	20	caeli	caelum	noun	genitive	neuter	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	20	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	21	creavitque	creo	verb	-	-	-	singular	-	-	-	finite	past	indicative	imperfective	active	third	-	-	-	-	-
Genesis	1	21	Deus	Deus	proper_noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	21	cete	ces	noun	accusative	neuter	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	21	grandia	grandium	noun	accusative	neuter	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	21	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	21	omnem	omnis	determiner	accusative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	21	animam	anima	noun	accusative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	21	viventem	viventem	verb	accusative	feminine	-	singular	-	positive	-	participle	present	-	imperfective	active	-	-	-	-	-	-
Genesis	1	21	atque	atque	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	21	motabilem	motabilis	adjective	accusative	feminine	-	singular	-	positive	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	21	quam	qui	pronoun	accusative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	21	produxerant	produco	verb	-	-	-	plural	-	-	-	finite	past	indicative	perfective	active	third	-	-	-	-	-
Genesis	1	21	aquae	aqua	noun	nominative	feminine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	21	in	in	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	21	species	species	noun	accusative	feminine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	21	suas	suus	determiner	accusative	feminine	-	plural	-	-	-	-	-	-	-	-	psor	-	-	-	-	-
Genesis	1	21	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	21	omne	omnis	determiner	accusative	neuter	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	21	volatile	volatile	adjective	accusative	neuter	-	singular	-	positive	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	21	secundum	secundum	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	21	genus	genus	noun	accusative	neuter	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	21	suum	suus	determiner	accusative	neuter	-	singular	-	-	-	-	-	-	-	-	psor	-	-	-	-	-
Genesis	1	21	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	21	vidit	vidit	verb	-	-	-	singular	-	-	-	finite	past	indicative	perfective	active	third	-	-	-	-	-
Genesis	1	21	Deus	Deus	proper_noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	21	quod	quod	subordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	21	esset	sum	auxiliary	-	-	-	singular	-	-	-	finite	past	subjunctive	imperfective	active	third	-	-	-	-	-
Genesis	1	21	bonum	bonum	noun	nominative	neuter	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	21	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	22	benedixitque	benedico	verb	-	-	-	singular	-	-	-	finite	past	indicative	perfective	active	third	-	-	-	-	-
Genesis	1	22	eis	is	pronoun	dative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	22	dicens	dico	verb	nominative	masculine	-	singular	-	positive	-	participle	present	-	imperfective	active	-	-	-	-	-	-
Genesis	1	22	crescite	cresco	verb	-	-	-	plural	-	-	-	finite	present	imperative	imperfective	active	second	-	-	-	-	-
Genesis	1	22	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	22	multiplicamini	multiplico	verb	-	-	-	plural	-	-	-	finite	present	indicative	imperfective	active	second	-	-	-	-	-
Genesis	1	22	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	22	replete	repleo	verb	-	-	-	plural	-	-	-	finite	present	imperative	imperfective	active	second	-	-	-	-	-
Genesis	1	22	aquas	aqua	noun	accusative	feminine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	22	maris	mas	noun	genitive	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	22	avesque	avesque	pronoun	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	22	multiplicentur	multiplico	verb	-	-	-	plural	-	-	-	finite	present	subjunctive	imperfective	passive	third	-	-	-	-	-
Genesis	1	22	super	super	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	22	terram	terra	noun	accusative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	22	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	23	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	23	factum	facio	verb	nominative	neuter	-	singular	-	positive	-	participle	past	-	perfective	passive	-	-	-	-	-	-
Genesis	1	23	est	sum	auxiliary	-	-	-	singular	-	-	-	finite	present	indicative	-	active	third	-	-	-	-	-
Genesis	1	23	vespere	vespere	noun	nominative	neuter	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	23	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	23	mane	mane	noun	nominative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	23	dies	dies	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	23	quintus	quintus	adjective	nominative	masculine	-	singular	-	positive	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	23	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	24	dixit	dico	verb	-	-	-	singular	-	-	-	finite	past	indicative	perfective	active	third	-	-	-	-	-
Genesis	1	24	quoque	quoque	subordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	24	Deus	Deus	proper_noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	24	producat	produco	verb	-	-	-	singular	-	-	-	finite	present	subjunctive	imperfective	active	third	-	-	-	-	-
Genesis	1	24	terra	terra	noun	ablative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	24	animam	anima	noun	accusative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	24	viventem	viventem	verb	accusative	feminine	-	singular	-	positive	-	participle	present	-	imperfective	active	-	-	-	-	-	-
Genesis	1	24	in	in	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	24	genere	genus	noun	ablative	neuter	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	24	suo	suus	determiner	ablative	neuter	-	singular	-	-	-	-	-	-	-	-	psor	-	-	-	-	-
Genesis	1	24	iumenta	iumentum	noun	accusative	neuter	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	24	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	24	reptilia	reptilis	adjective	accusative	neuter	-	plural	-	positive	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	24	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	24	bestias	bestius	adjective	accusative	feminine	-	plural	-	positive	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	24	terrae	terra	noun	genitive	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	24	secundum	secundum	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	24	species	species	noun	accusative	feminine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	24	suas	suus	determiner	accusative	feminine	-	plural	-	-	-	-	-	-	-	-	psor	-	-	-	-	-
Genesis	1	24	factumque	facto	verb	nominative	neuter	-	singular	-	positive	-	participle	past	-	perfective	passive	-	-	-	-	-	-
Genesis	1	24	est	sum	auxiliary	-	-	-	singular	-	-	-	finite	present	indicative	-	active	third	-	-	-	-	-
Genesis	1	24	ita	ita	adverb	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	24	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	25	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	25	fecit	facio	verb	-	-	-	singular	-	-	-	finite	past	indicative	perfective	active	third	-	-	-	-	-
Genesis	1	25	Deus	Deus	proper_noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	25	bestias	bestius	adjective	accusative	feminine	-	plural	-	positive	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	25	terrae	terra	noun	genitive	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	25	iuxta	iuxta	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	25	species	species	noun	accusative	feminine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	25	suas	suus	determiner	accusative	feminine	-	plural	-	-	-	-	-	-	-	-	psor	-	-	-	-	-
Genesis	1	25	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	25	iumenta	iumentum	noun	accusative	neuter	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	25	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	25	omne	omnis	determiner	accusative	neuter	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	25	reptile	reptilis	adjective	accusative	neuter	-	singular	-	positive	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	25	terrae	terra	noun	genitive	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	25	in	in	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	25	genere	genus	noun	ablative	neuter	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	25	suo	suus	determiner	ablative	neuter	-	singular	-	-	-	-	-	-	-	-	psor	-	-	-	-	-
Genesis	1	25	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	25	vidit	vidit	verb	-	-	-	singular	-	-	-	finite	past	indicative	perfective	active	third	-	-	-	-	-
Genesis	1	25	Deus	Deus	proper_noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	25	quod	quod	subordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	25	esset	sum	auxiliary	-	-	-	singular	-	-	-	finite	past	subjunctive	imperfective	active	third	-	-	-	-	-
Genesis	1	25	bonum	bonum	noun	nominative	neuter	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	25	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	26	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	26	ait	aio	verb	-	-	-	singular	-	-	-	finite	present	indicative	imperfective	active	third	-	-	-	-	-
Genesis	1	26	faciamus	facio	verb	-	-	-	plural	-	-	-	finite	present	subjunctive	imperfective	active	first	-	-	-	-	-
Genesis	1	26	hominem	homo	noun	accusative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	26	ad	ad	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	26	imaginem	imago	noun	accusative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	26	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	26	similitudinem	similitudo	noun	accusative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	26	nostram	noster	determiner	accusative	feminine	-	singular	-	-	-	-	-	-	-	-	psor	-	-	-	-	-
Genesis	1	26	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	26	praesit	praesum	verb	-	-	-	singular	-	-	-	finite	present	subjunctive	imperfective	active	third	-	-	-	-	-
Genesis	1	26	piscibus	piscis	noun	dative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	26	maris	mas	noun	genitive	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	26	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	26	volatilibus	volatilibus	adjective	dative	masculine	-	plural	-	positive	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	26	caeli	caelum	noun	genitive	neuter	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	26	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	26	bestiis	bestius	adjective	dative	masculine	-	plural	-	positive	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	26	universaeque	universaeque	adjective	dative	feminine	-	singular	-	positive	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	26	terrae	terra	noun	dative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	26	omnique	omnisque	determiner	dative	neuter	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	26	reptili	reptilis	adjective	dative	neuter	-	singular	-	positive	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	26	quod	qui	pronoun	nominative	neuter	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	26	movetur	movetur	verb	-	-	-	singular	-	-	-	finite	present	indicative	imperfective	passive	third	-	-	-	-	-
Genesis	1	26	in	in	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	26	terra	terra	noun	ablative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	26	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	27	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	27	creavit	creo	verb	-	-	-	singular	-	-	-	finite	past	indicative	perfective	active	third	-	-	-	-	-
Genesis	1	27	Deus	Deus	proper_noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	27	hominem	homo	noun	accusative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	27	ad	ad	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	27	imaginem	imago	noun	accusative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	27	suam	suus	determiner	accusative	feminine	-	singular	-	-	-	-	-	-	-	-	psor	-	-	-	-	-
Genesis	1	27	ad	ad	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	27	imaginem	imago	noun	accusative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	27	Dei	Dei	proper_noun	genitive	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	1	27	creavit	creo	verb	-	-	-	singular	-	-	-	finite	past	indicative	perfective	active	third	-	-	-	-	-
